FrontCollision,Collision,ObservedHiddenObject,SA_HiddenObj-1 - Split 1,SA_HiddenObj-1 - Split 2,SA_HiddenObj-1 - Split 3,participant_ID,scenario,group,Sim_freq,Appointment Date,scenario_order,design,secondaryTask,test_start_datetime,participant_ID-1,design-1,scenario-1,scenario_order-1,test_start_date_time,test_start_datetime-1,triggerID,triggerBeginSTEP,triggerBeginDatetime,triggerLastSTEP,triggerLastDatetime,participant_ID-2,group-1,design-2,scenario-3,Max_Brake_Acceleration,Max_lateral_Acceleration_Neg,Max_lateral_Acceleration_Pos,Min_front_Distance,Error_from_LaneCenter,AP_Off_Step,Takeover_Before_Alert,AEBMinDistance,AEBMinTimeThreshold,collisions,Participant_ID-1,Scenario-1,SecondaryTask-1,AlertEffectiveness-1,Understandability-1,Comprehension-1,Timing-1,SA_takeover-1,SA_traffic-1,SA_overall-1,SA_HiddenObj-1,Trust-1,Satisfaction_Overall-1,Confidence-1,Annoyance-1,Feedback-1,Perception1_urgency-1,Perception1_annoy-1,Perception2_urgency-1,Perception2_annoy-1,CompareEffective-1,CutomizableAlert-1,ComparedPreferAlert-1,PreferenceReason-1,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason,scenario_no,secondaryTask2,expGroup,Groups,CorrectHiddenObject,scenario_no-1,participant_ID-3,scenario-2,collisionTimeAfterTakeover(s)
,,False,A Moose,,,7213,B2,Dynamic,1000,2024-03-20 2:00:00 p.m.,3rd Scenario,X,H,2024-03-20 7:42:33 p.m.,7213,X,B2,3rd Scenario,1710963753,2024-03-20 7:42:33 p.m.,3,434192,,439778,,7213,Dynamic,X,B2,-0.61655235,-0.04728116,-0.03157142,29.29469306,-1.58022739,438870,False,28.8023684,1.0196394,0,7213,3rd Scenario,Moderate,3,Somewhat agree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Moose,4,Neither satisfied nor disatisfied,Somewhat confident,Not annoying at all,Alert was a bit late,,,,,,,,,7213,3,3,3,4,4,3,2,4,2,4,4,3,2,1,Alert was a bit late,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,An Ambulance,,,7213,B4,Dynamic,1000,2024-03-20 2:00:00 p.m.,4th Scenario,X,H,2024-03-20 7:52:32 p.m.,7213,X,B4,4th Scenario,1710964352,2024-03-20 7:52:32 p.m.,3,351443,,361442,,7213,Dynamic,X,B4,,-0.01578307,0.00424551,151,-1.47758458,354582,False,-0.11507082,10,0,7213,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,An Ambulance,4,Somewhat satisfied,Moderately confident,Not annoying at all,,2,1,1,1,Both equally,3,Both are ok,,7213,4,3,4,4,2,5,4,4,3,2,4,4,3,1,,2,1,1,1,3,3,3,,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,False,,,,4532,A4,Single - Soft,1000,2024-03-20 4:00:00 p.m.,1st Scenario,Y,0,2024-03-20 9:49:45 p.m.,4532,Y,A4,1st Scenario,1710971385,2024-03-20 9:49:45 p.m.,2,367332,,377332,,4532,Single - Soft,Y,A4,-0.34582737,,,22.37483947,-0.49842971,371681,False,9.51810348,1.05440941,0,4532,1st Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,,4532,1,0,5,5,1,5,5,3,4,,5,5,5,1,,,,,,,,,,4,0,Single,Mild,An Ambulance,4,,,
,,True,A Cyclist,,,4532,B3,Single - Soft,1000,2024-03-20 4:00:00 p.m.,2nd Scenario,Y,0,2024-03-20 9:58:43 p.m.,4532,Y,B3,2nd Scenario,1710971923,2024-03-20 9:58:43 p.m.,2,443943,,453942,,4532,Single - Soft,Y,B3,-0.42141734,,,151,-1.70219139,445311,False,19.36159611,10,0,4532,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Cyclist,4,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,,4532,2,0,5,5,1,5,5,4,4,5,4,5,5,1,,,,,,,,,,3,0,Single,Mild,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,4532,B2,Single - Soft,1000,2024-03-20 4:00:00 p.m.,3rd Scenario,Y,H,2024-03-20 10:09:19 p.m.,4532,Y,B2,3rd Scenario,1710972559,2024-03-20 10:09:19 p.m.,2,456513,,466512,,4532,Single - Soft,Y,B2,-0.66996585,-0.0489482,-0.04275852,75.45769814,-1.78687809,462213,False,-0.60336232,10,0,4532,3rd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,"A Fire Truck,A Moose",4,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,,4532,3,3,5,5,1,5,5,3,5,"3,4",4,5,5,1,,,,,,,,,,2,H,Single,Mild,A Fire Truck,2,,,
,,True,Car Crashes,A Moose,,4532,A1,Single - Soft,1000,2024-03-20 4:00:00 p.m.,4th Scenario,Y,H,2024-03-20 10:20:08 p.m.,4532,Y,A1,4th Scenario,1710973208,2024-03-20 10:20:08 p.m.,2,575213,,585212,,4532,Single - Soft,Y,A1,-0.39366356,,,151,-1.64818562,576934,False,1.73234171,10,0,4532,4th Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,"Car Crashes,A Moose",4,Strongly satisfied,Extremely confident,Not annoying at all,Over the scenarios I started to feel more confident with the auto pilot ,5,1,5,2,Definitely the first alert,5,The first alert,I get used for the first alert over the scenarios so I hear this sound I knew that I should be alert ,4532,4,3,5,5,1,5,5,4,4,"1,4",4,5,5,1,Over the scenarios I started to feel more confident with the auto pilot ,5,1,5,2,1,5,1,I get used for the first alert over the scenarios so I hear this sound I knew that I should be alert ,1,H,Single,Mild,A Moose,1,,,
,,False,,,,5936,B1,Single - Soft,1000,2024-03-21 1:30:00 p.m.,1st Scenario,Y,0,2024-03-21 7:16:14 p.m.,5936,Y,B1,1st Scenario,1711048574,2024-03-21 7:16:14 p.m.,2,403313,,413312,,5936,Single - Soft,Y,B1,,-0.03447747,0.16669352,70.0592475,-1.45713952,391691,True,1.72181489,2.8537648,0,5936,1st Scenario,I did not complete the secondary task,2,Neither agree nor disagree,Somewhat disagree,Just right,Neither agree nor disagree,Very aware,Slightly,,3,Neither satisfied nor disatisfied,Very confident,Not annoying at all,,,,,,,,,,5936,1,0,2,3,4,5,3,4,2,,3,3,4,1,,,,,,,,,,1,0,Single,Mild,A Moose,1,,,
,,False,A Moose,,,5936,B2,Single - Soft,1000,2024-03-21 1:30:00 p.m.,2nd Scenario,Y,0,2024-03-21 7:31:53 p.m.,5936,Y,B2,2nd Scenario,1711049513,2024-03-21 7:31:53 p.m.,2,445332,,455332,,5936,Single - Soft,Y,B2,-0.65902159,-0.04249571,-0.00347471,50.289311,-0.43298333,449343,False,-1.03698277,10,0,5936,2nd Scenario,Easy,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Very much,A Moose,3,Somewhat satisfied,Very confident,Slightly annoying,,,,,,,,,,5936,2,2,5,5,2,5,5,4,4,4,3,4,4,2,,,,,,,,,,2,0,Single,Mild,A Fire Truck,2,,,
,,False,,,,5936,B3,Single - Soft,1000,2024-03-21 1:30:00 p.m.,3rd Scenario,Y,H,2024-03-21 7:43:24 p.m.,5936,Y,B3,3rd Scenario,1711050204,2024-03-21 7:43:24 p.m.,2,515762,,525761,,5936,Single - Soft,Y,B3,-0.53712034,-0.0640613,-0.02428828,36.07630705,-1.32566868,515320,True,0.35873938,10,0,5936,3rd Scenario,Demanding,5,Strongly agree,Somewhat agree,Slightly late,Neither agree nor disagree,Extremely aware,Moderately,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,,5936,3,4,5,5,2,3,3,5,3,,3,4,3,1,,,,,,,,,,3,H,Single,Mild,A Cyclist,3,,,
,,False,,,,5936,B4,Single - Soft,1000,2024-03-21 1:30:00 p.m.,4th Scenario,Y,H,2024-03-21 7:55:23 p.m.,5936,Y,B4,4th Scenario,1711050923,2024-03-21 7:55:23 p.m.,2,458413,,465473,,5936,Single - Soft,Y,B4,-0.36270739,-0.12828608,0.14923099,30.72087007,-1.08253482,459650,False,30.07834387,4.56642361,0,5936,4th Scenario,Demanding,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Slightly,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,3,1,4,1,Definitely the second alert,4,The second alert,It felt more urgent,5936,4,4,5,5,2,5,5,4,2,,3,4,3,1,,3,1,4,1,5,4,2,It felt more urgent,4,H,Single,Mild,An Ambulance,4,,,
,,False,,,,3265,B4,Dynamic,1000,2024-03-22 11:30:00 a.m.,1st Scenario,Y,0,2024-03-22 5:14:30 p.m.,3265,Y,B4,1st Scenario,1711127670,2024-03-22 5:14:30 p.m.,2,398022,,408022,,3265,Dynamic,Y,B4,-0.40183207,,,38.53626304,-0.38367091,402726,False,-1.05640703,10,0,3265,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,,4,Somewhat satisfied,Very confident,Not annoying at all,I would perfer them to be slightly earlier. ,,,,,,,,,3265,1,0,3,4,2,3,2,4,3,,4,4,4,1,I would perfer them to be slightly earlier. ,,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,,,
,,True,A Cyclist,,,3265,B3,Dynamic,1000,2024-03-22 11:30:00 a.m.,2nd Scenario,Y,0,2024-03-22 5:25:54 p.m.,3265,Y,B3,2nd Scenario,1711128354,2024-03-22 5:25:54 p.m.,2,442112,,462692,,3265,Dynamic,Y,B3,-0.70504963,-0.14255648,0.12992188,23.37670369,-1.5689689,444001,False,22.67224216,10,0,3265,2nd Scenario,I did not complete the secondary task,2,Somewhat disagree,Strongly disagree,Slightly late,Somewhat disagree,Very aware,Not at all,A Cyclist,2,Neither satisfied nor disatisfied,Very confident,Not annoying at all,Im finding that im ahead of the alerts and they are secondary to what is happening when im driving,,,,,,,,,3265,2,0,2,2,5,3,2,4,1,5,2,3,4,1,Im finding that im ahead of the alerts and they are secondary to what is happening when im driving,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,False,A Moose,,,3265,B2,Dynamic,1000,2024-03-22 11:30:00 a.m.,3rd Scenario,X,H,2024-03-22 5:37:40 p.m.,3265,X,B2,3rd Scenario,1711129060,2024-03-22 5:37:40 p.m.,3,419223,,429222,,3265,Dynamic,X,B2,-0.67696922,,,151,-0.67846171,420993,False,95.34243226,10,0,3265,3rd Scenario,Extremely Easy,5,Strongly agree,Strongly disagree,Slightly late,Strongly agree,Moderately aware,Very much,A Moose,5,Strongly satisfied,Extremely confident,Not annoying at all,I relied entirely on the sound to alert me and not on any visual messages,,,,,,,,,3265,3,1,5,5,5,3,5,3,4,4,5,5,5,1,I relied entirely on the sound to alert me and not on any visual messages,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,A Moose,,,3265,B1,Dynamic,1000,2024-03-22 11:30:00 a.m.,4th Scenario,X,H,2024-03-22 5:48:37 p.m.,3265,X,B1,4th Scenario,1711129717,2024-03-22 5:48:37 p.m.,3,451903,,461902,,3265,Dynamic,X,B1,,,,151,-1.42083836,449382,True,4.41280097,10,0,3265,4th Scenario,Extremely Easy,5,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Very much,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,Still rely on the sound before any visual alert and had alreqdy taken control before the alerts came on. ,2,1,2,1,Somewhat the first alert,5,Both are ok,,3265,4,1,5,4,2,3,4,3,4,4,4,4,4,1,Still rely on the sound before any visual alert and had alreqdy taken control before the alerts came on. ,2,1,2,1,2,5,3,,1,H,Dynamic,Dynamic,A Moose,1,,,
,,True,A Moose,,,5490,B1,Single - Strong,1000,2024-03-23 2:30:00 p.m.,1st Scenario,X,0,2024-03-23 8:04:56 p.m.,5490,X,B1,1st Scenario,1711224296,2024-03-23 8:04:56 p.m.,3,463453,,473452,,5490,Single - Strong,X,B1,,-0.15467821,0.00860849,118.71765916,-1.55100235,460289,True,1.09701002,10,0,5490,1st Scenario,I did not complete the secondary task,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Very much,A Moose,5,Somewhat disatisfied,Somewhat confident,Slightly annoying,"It did not give me enough information to be able to react, I wasn't informed of what the alert meant and by instict juat kept driving and changed lanes to avoid the road block. ",,,,,,,,,5490,1,0,5,2,4,3,2,2,4,4,5,2,2,2,"It did not give me enough information to be able to react, I wasn't informed of what the alert meant and by instict juat kept driving and changed lanes to avoid the road block. ",,,,,,,,,1,0,Single,Strong,A Moose,1,,,
,,False,,,,5490,B3,Single - Strong,1000,2024-03-23 2:30:00 p.m.,2nd Scenario,X,0,2024-03-23 8:22:20 p.m.,5490,X,B3,2nd Scenario,1711225340,2024-03-23 8:22:20 p.m.,3,426853,,436852,,5490,Single - Strong,X,B3,,-0.00849313,-0.00729777,140.10217204,-1.04912151,430556,False,-5.99686646,10,0,5490,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat disagree,Too late,Strongly disagree,Somewhat aware,Very much,,5,Somewhat disatisfied,Not confident at all,Slightly annoying,I was feeling sleepy and the alert brought me back to the road,,,,,,,,,5490,2,0,5,4,4,1,1,2,4,,5,2,1,2,I was feeling sleepy and the alert brought me back to the road,,,,,,,,,3,0,Single,Strong,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,5490,B2,Single - Strong,1000,2024-03-23 2:30:00 p.m.,3rd Scenario,X,H,2024-03-23 8:33:40 p.m.,5490,X,B2,3rd Scenario,1711226020,2024-03-23 8:33:40 p.m.,3,457293,,467292,,5490,Single - Strong,X,B2,-0.34292945,-0.05385612,-0.03789654,45.78222763,-0.5609469,461359,False,22.37313747,10,0,5490,3rd Scenario,Demanding,5,Somewhat disagree,Somewhat disagree,Just right,Somewhat agree,Somewhat aware,Very much,"A Fire Truck,A Moose",5,Neither satisfied nor disatisfied,Somewhat confident,Slightly annoying,"The task gave me something to distract me, the automated driving can be boring",,,,,,,,,5490,3,4,5,2,4,5,4,2,4,"3,4",5,3,2,2,"The task gave me something to distract me, the automated driving can be boring",,,,,,,,,2,H,Single,Strong,A Fire Truck,2,,,
,,False,,,,5490,B4,Single - Strong,1000,2024-03-23 2:30:00 p.m.,4th Scenario,X,H,2024-03-23 8:45:13 p.m.,5490,X,B4,4th Scenario,1711226713,2024-03-23 8:45:13 p.m.,,,,,,,,,,,,,,,,,,,,5490,4th Scenario,Demanding,1,Strongly disagree,Strongly agree,Too early,Strongly disagree,Somewhat aware,Not at all,,5,Strongly disatisfied,Not confident at all,Not annoying at all,,4,2,1,3,Definitely the first alert,5,The first alert,"It catches your attention more than the second one. It also sounds more like an emergency, the second one sounds like a not so important notification",5490,4,4,1,1,1,2,1,2,1,,5,1,1,1,,4,2,1,3,1,5,1,"It catches your attention more than the second one. It also sounds more like an emergency, the second one sounds like a not so important notification",4,H,Single,Strong,An Ambulance,4,,,
,,True,A Moose,,,3854,B1,Dynamic,1000,2024-03-23 4:30:00 p.m.,1st Scenario,Y,0,2024-03-23 10:04:02 p.m.,3854,Y,B1,1st Scenario,1711231442,2024-03-23 10:04:02 p.m.,2,509652,,519653,,3854,Dynamic,Y,B1,,,,151,-1.62212262,497652,False,0.71175706,10,0,3854,1st Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat agree,Just right,Somewhat disagree,Extremely aware,Moderately,A Moose,4,Somewhat disatisfied,Moderately confident,Not annoying at all,The sound of the allerts is a liitle bit low. It took me 1 second to realize it is a alert. ,,,,,,,,,3854,1,0,3,2,2,5,2,5,3,4,4,2,3,1,The sound of the allerts is a liitle bit low. It took me 1 second to realize it is a alert. ,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,A Fire Truck,,,3854,B2,Dynamic,1000,2024-03-23 4:30:00 p.m.,2nd Scenario,Y,0,2024-03-23 10:23:39 p.m.,3854,Y,B2,2nd Scenario,1711232619,2024-03-23 10:23:39 p.m.,2,384503,,394501,,3854,Dynamic,Y,B2,-0.56870697,-0.03428061,-0.02571727,39.05476522,-0.28124918,390378,False,4.84124398,10,0,3854,2nd Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Fire Truck,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,3854,2,0,4,5,1,5,5,4,4,3,4,4,4,1,,,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,,,,3854,B3,Dynamic,1000,2024-03-23 4:30:00 p.m.,3rd Scenario,X,H,2024-03-23 10:34:52 p.m.,3854,X,B3,3rd Scenario,1711233292,2024-03-23 10:34:52 p.m.,3,480482,,490482,,3854,Dynamic,X,B3,-0.57085299,,,36.81538537,-0.03595944,482023,False,27.32343197,10,0,3854,3rd Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,,5,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,,3854,3,4,5,5,1,5,5,3,5,,5,5,4,1,,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,,,,3854,B4,Dynamic,1000,2024-03-23 4:30:00 p.m.,4th Scenario,X,H,2024-03-23 10:46:01 p.m.,3854,X,B4,4th Scenario,1711233961,2024-03-23 10:46:01 p.m.,3,320923,,330921,,3854,Dynamic,X,B4,-0.44927118,,,151,-1.46599835,322444,False,-1.97370404,10,0,3854,4th Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,5,Strongly satisfied,Very confident,Not annoying at all,,2,1,1,1,Definitely the first alert,2,The first alert,"When driving, I focus more on the road condition and will not look at the dashboard very often. The sound will attract my attention easier",3854,4,4,5,5,1,5,5,3,4,,5,5,4,1,,2,1,1,1,1,2,1,"When driving, I focus more on the road condition and will not look at the dashboard very often. The sound will attract my attention easier",4,H,Dynamic,Dynamic,An Ambulance,4,,,
